"lake","site","date","chla_mgm3_top","DRP_mgm3_bottom","DRP_mgm3_top","NH4_mgm3_bottom","NH4_mgm3_top","NNN_mgm3_bottom","NNN_mgm3_top","secchi_m","TN_mgm3_bottom","TN_mgm3_top","TP_mg_m3_bottom","TP_mgm3_top","turb_NTU_bottom","turb_NTU_top","pH_bottom","pH_top","chla_mgm3_bottom"
"Rotorua","2",2016-01-21,7.1,0,0,127,3,3,2,3,394,267,24.90362,18.06661,1.7,1.8,6.4,7,NA
"Rotorua","2",2016-02-17,11.3,35.6,0,537,12,2,24,3.2,714,386,60.06541,25.88034,0.75,1.8,6.4,6.7,NA
"Rotorua","2",2016-03-16,21.9,10.3,0,64,1,4,5,2,525,355,69.83257,30.76392,2.7,2.6,6.9,7.6,NA
"Rotorua","2",2016-04-20,28.7,0,0,7,8,1,3,2,372,379,36.62422,33.69407,2.4,2.6,6.6,6.7,NA
"Rotorua","2",2016-05-18,25.2,0,1,22,23,2,3,2.23,366,354,26.85706,25.88034,1.7,2.1,6.6,6.6,NA
"Rotorua","2",2016-06-15,18.5,0,0,4,4,0.5,3,2.25,302.5,319.2,19.64889,20.27399,2.6,2.2,6.8,6.6,NA
"Rotorua","2",2016-07-20,12.7,0,0,6,10,22,18,2.15,289,309,17.08989,17.08989,2.1,2.3,6.7,5.3,NA
"Rotorua","2",2016-08-17,3.4,0,0,11,14,23,22,3.25,260,290,12.20631,13.18303,2.8,2.3,7,7.1,NA
"Rotorua","2",2016-09-21,4.5,0,0,54,26,37,163,3.85,330,440,15.13646,13.18303,1.3,1.4,6.6,6.4,NA
"Rotorua","2",2016-10-19,5,1.9,1.9,55,54,55,59,3.65,330,320,14.15974,14.15974,1.8,1.7,6.8,6.6,NA
"Rotorua","2",2016-11-16,7.2,0,0,7,7,4,0,3.4,210,260,10.25288,12.20631,1.9,1.8,6.8,6.3,NA
"Rotorua","2",2016-12-16,10.1,0,0,6,9,1,1,3.5,260,270,13.18303,12.20631,1.3,1.3,6.7,6.7,NA
"Rotorua","2",2017-01-18,10.2,1,1,26,10,2,2,2.1,320,300,21.97347,18.06661,2.2,1.9,6.8,6.7,NA
"Rotorua","2",2017-02-15,5.1,11.3,0,409,4,3,7,4.25,650,260,40.53108,12.20631,1.4,1.3,7,7.3,NA
"Rotorua","2",2017-03-15,8.7,0,0,81,84,19,20,NA,320,350,14.15974,16.11318,1.2,1.2,6.9,6.8,NA
"Rotorua","2",2017-04-19,7.8,0,0,50,46,49,50,4,310,300,13.18303,14.15974,1.9,2,6.7,6.7,NA
"Rotorua","2",2017-05-22,9.5,0,0,18,27,99,90,3.1,290,310,13.18303,14.15974,2.2,1,7.7,8.7,NA
"Rotorua","2",2017-06-21,9.3,0,0,30,24,100,362,4.1,330,640,9.276162,12.20631,1,1.3,6.4,6.1,NA
"Rotorua","2",2017-07-19,8.2,0,0,29,14,115,121,4.1,320,340,13.18303,15.13646,1.4,1.2,6.7,6.65,NA
"Rotorua","2",2017-08-16,14.5,0,0,2,5,137,149,2.4,350,380,12.20631,14.15974,1.6,1.6,6.7,6.7,NA
"Rotorua","2",2017-09-20,11.4,0,0,14,6,136,139,3.15,350,370,57.13526,15.13646,2.1,2,6.7,6.5,NA
"Rotorua","2",2017-10-18,17.3,0,0,3,4,89,94,2.3,360,390,20.02004,18.06661,2.8,2.8,7,6.9,NA
"Rotorua","2",2017-11-14,10.3,0,0,37,22,75,75,2.5,350,360,16.11318,17.08989,2.3,2.7,6.8,6.9,NA
"Rotorua","2",2017-12-13,10.1,8.5,1.9,304,9,58,20,2.4,520,300,32.71735,19.04333,1,1.8,6.6,7.3,NA
"Rotorua","2",2018-01-17,10.6,2.8,0,228,16,16,5,3,450,280,29.78721,19.04333,1.9,1.9,6.7,6.8,NA
"Rotorua","2",2018-02-20,8,0,0,274,1,18,2,3.15,450,320,17.08989,14.15974,1.3,2.4,6.4,6.6,NA
"Rotorua","2",2018-03-21,11,0,0,90,38,25,26,3.95,300,260,18.06661,11.22959,2,1.7,6.5,6.8,NA
"Rotorua","2",2018-04-18,14.5,0,0,42,37,34,36,3.3,320,320,17.08989,16.11318,1.8,1.6,7.1,6.6,NA
"Rotorua","2",2018-05-16,12.4,0,0,31,13,63,60,3.1,330,310,15.13646,14.15974,1.6,1.5,6.8,7,NA
"Rotorua","2",2018-06-20,18.8,0,0,9,6,100,101,2.6,330,340,15.13646,15.13646,1.7,2.2,6.8,6.7,NA
"Rotorua","2",2018-07-18,17.9,0,0,2,1,107,109,3.1,332,341,13.18303,15.13646,1.96,2.07,6.83,6.91,NA
"Rotorua","2",2018-08-22,12.9,0,1,8,17,121,135,3.1,297,301,14.15974,14.15974,1.96,2.07,6.62,6.65,NA
"Rotorua","2",2018-09-19,23.1,0,0,38,5,96.79,84.97,2.6,399,328,19.04333,14.15974,1.96,2.07,6.8,6.93,NA
"Rotorua","2",2018-10-17,9.6,1,0,47,28,64,50,2.55,372,362,19,16,1.96,2.07,6.71,6.91,NA
"Rotorua","2",2018-11-21,6.2,1,1,98,17,45,24,3.35,329,251,10,11,1.96,2.07,6.47,6.8,NA
"Rotorua","2",2018-12-12,7.3,2,2,100,20,41,43,2.7,365,315,16,13,1.96,2.07,6.69,7.14,NA
"Rotorua","2",2019-01-16,9.7,11,3,363,65,29,21,3.95,623,327,29,14,1.96,2.07,6.43,7.03,NA
"Rotorua","2",2019-02-20,14.7,2,4,125,2,13.8,1.03,2.35,447,283,36,22,1.96,2.07,6.64,8.26,NA
"Rotorua","2",2019-03-20,13.2,13.4,3.2,244,7.6,15.4,1.6,2.7,511.7,340,48,26,1.96,2.07,6.48,6.69,NA
"Rotorua","2",2019-04-16,12.2,3.1,5.6,9.3,19.4,2.6,0.962,2.4,342.3,331.5,25,24,1.96,2.07,7.13,7.06,NA
"Rotorua","2",2019-05-15,12.3,11,11,14.3,19.1,2.4,4.6,2.9,292.9,352.7,24,27,1.96,2.07,6.77,7.08,NA
"Rotorua","2",2019-06-19,17.4,2,2,2,4,0,2,2.2,274,286,19,21,2,2.07,7.22,7.23,NA
"Rotorua","2",2019-07-17,10.3,0,0,3,9,3,13,1.95,266,297,21.97347,17.08989,1.11,2.27,7.02,6.83,NA
"Rotorua","2",2019-09-19,2,0,0,5,23,21,27,3.95,256,257,11.22959,13.18303,1.55,1.28,7.04,7.13,NA
"Rotorua","2",2019-10-21,2.5,2,2,48,26,38,49,3.85,282,284,16,13,1.9,1.51,7.45,7.07,NA
"Rotorua","2",2019-11-20,6.8,2,2,47,37,36,38,3.45,295,341,13,18,1.49,2.38,6.85,6.95,NA
"Rotorua","2",2019-12-11,7.5,5,2,233,34,31,17,2.45,478,317,24,17,1.83,2.58,6.5,7.11,NA
"Rotorua","2",2020-01-22,5.7,1,1,64,6,8,5,3.1,322,251,23,14,1.43,1.25,6.67,7.22,NA
"Rotorua","2",2020-02-19,5.6,69.9,2.1,441.2,1.1,4,5,5.2,648.2,317.7,93.4,17.8,1.23,1.21,6.41,6.93,NA
"Rotorua","2",2020-03-20,10.7,35.45,1.55,NA,NA,NA,NA,4.55,524.1,348.85,59.2,22.9,NA,NA,NA,NA,NA
"Rotorua","2",2020-04-20,10.7,35.45,1.55,NA,NA,NA,NA,4.55,524.1,348.85,59.2,22.9,NA,NA,NA,NA,NA
"Rotorua","2",2020-05-20,10.7,35.45,1.55,NA,NA,NA,NA,4.55,524.1,348.85,59.2,22.9,NA,NA,NA,NA,NA
"Rotorua","2",2020-06-17,15.8,1,1,25,15,66,66,3.9,400,380,25,28,1.93,1.77,7,7.06,NA
"Rotorua","2",2020-07-22,12.9,1.8,1.3,10.7,8.7,27.8,35.35,3.4,281.8,274,19,16.7,1.96,1.58,6.97,6.805,NA
"Rotorua","2",2020-08-19,12.5,0.6,1.9,7.3,11,23.9,26.3,2.95,280.1,316.1,14.3,16.4,1.99,2.18,6.87,6.92,NA
"Rotorua","2",2020-09-15,12.55,1.3,1.45,4.65,7,12.95,13.65,2.75,286.05,294.55,17.65,16.7,2.355,2.305,6.975,7.005,NA
"Rotorua","2",2020-10-14,12.6,2,1,2,3,2,1,2.55,292,273,21,17,2.72,2.43,7.08,7.09,NA
"Rotorua","2",2020-11-18,14.9,8,-1,127,9,7,4,3.1,425,310,45,18,1.8,2.38,6.66,7.1,NA
"Rotorua","2",2020-12-16,6.5,9,1,74,2,5,2,3.2,333,255,38,18,1.88,1.29,6.77,7.11,NA
"Rotorua","2",2021-01-20,12.7,68,8,328,27,3,1,2.7,553,329,101,38,1.14,2.39,6.41,6.86,NA
"Rotorua","2",2021-02-17,15.2,10,5,46,4,4,3,2.1,397,330,49,41,1.98,2.69,6.73,7.91,NA
"Rotorua","2",2021-03-17,20.1,22.5,9,70.2,5.9,4.2,3.5,2.2,474.7,375.1,68.8,43,1.93,1.84,6.6,6.92,NA
"Rotorua","2",2021-04-22,11.8,15.9,15.3,100.1,99.6,15.5,15.3,3.3,384.5,417.3,40.9,43.6,1.28,1.79,6.89,7.02,NA
"Rotorua","2",2021-05-19,9.4,3.7,5.1,34.3,32.1,15.5,17.5,2.55,342.6,343.8,30.3,30.2,1.92,2.19,7.1,7.28,NA
"Rotorua","2",2021-06-16,3.4,13.2,4,58.4,19.8,7.3,6.8,2.9,351.8,NA,48.5,NA,2.07,1.72,6.83,7.09,NA
"Rotorua","5",2000-08-07,5.2,NA,0.5,NA,11,NA,7,2.53,NA,441.5,NA,31,NA,3.45,NA,6.9,NA
"Rotorua","5",2000-09-11,3.4,3,4,12,13,0.5,1,3.23,392.5,460,35,41,2.2,2.5,6.8,6.8,NA
"Rotorua","5",2000-10-17,6.4,1,2,12,8,1,2,4.03,333,322,20,22,2.1,3.2,7.1,7.1,NA
"Rotorua","5",2000-11-13,21.9,0.5,0.5,3,3,0.5,0.5,2.38,334.5,360.5,17,19,4.4,5.3,6.9,7.1,NA
"Rotorua","5",2000-12-19,9.5,49,4,292,41,2,1,3.1,724,484,108,46,1.5,3.6,NA,NA,NA
"Rotorua","5",2001-01-15,39.2,20,3,233,38,14,5,2.58,638,537,50,49,2.6,4.6,6.62,7.46,NA
"Rotorua","5",2001-02-16,59.1,35,22,123,10,NA,2,2.23,NA,546,88,60,3.1,3.5,6.38,6.92,NA
"Rotorua","5",2001-03-12,65.6,41,46,2,8,0.5237487,1.474975,2.43,448.5,509.5,83,84,3.5,3,6.819735,6.7,NA
"Rotorua","5",2001-04-09,52.6,45,40,12,4,2,2,2.4,419,470,79,76,2.8,2.7,7,7,NA
"Rotorua","5",2001-05-08,49.3,16,17,21,29,3,5,2.38,425,461,62,63,2.7,2.4,6.8,6.8,NA
"Rotorua","5",2001-06-22,16.3,5,5,10,10,2,2,NA,319,310,27,27,1.3,3.3,6.9,7.2,NA
"Rotorua","5",2001-07-27,5.9,2,2,2,1,2,3,3.5,322,318,19,21,1.3,1.3,7.1,7.1,NA
"Rotorua","5",2001-08-29,3,3,3,2,0.5,2,2,4.48,314,243,18,19,1.9,3.3,7,6.9,NA
"Rotorua","5",2001-09-19,10.2,2,2,2,7,2,3,3.94,306,338,20,19,1.3,1.6,7,7,NA
"Rotorua","5",2001-10-17,6.9,7,5,8,3,0.5,0.5,4.58,303.5,247.5,26,20,1.6,1.1,6.8,7,NA
"Rotorua","5",2001-11-21,4.4,21,3,32,7,1,0.75,4.04,335,313.25,12,20.5,2.6,0.795,6.87,7.27,NA
"Rotorua","5",2001-12-11,15,17,8,75,5.5,0.5,0.5,2.12,375.5,324,49,31,2.6,2.75,6.78,6.995,NA
"Rotorua","5",2002-01-23,17.6,32,22,133,64.5,4,0.5,2.09,575,525.5,66,56.5,2.6,2.45,6.4,6.6,NA
"Rotorua","5",2002-02-13,29.5,22,18,80,38,1,1,1.96,461,423,67,62,2.2,2.15,6.7,6.8,NA
"Rotorua","5",2002-03-20,23.2,15,13.5,9,9.5,2,1,1.81,662,497.5,59,54.5,2.8,4.25,7.58,7.7,NA
"Rotorua","5",2002-04-17,10.4,25,23,70,68,0.5,0.5,2.31,351.5,299.5,52,53.5,2.3,2.3,6.74,6.745,NA
"Rotorua","5",2002-05-23,19.8,2,19,5,27,2,2,2.35,192,439,9,42,0.56,2.7,7.4,6.95,NA
"Rotorua","5",2002-06-11,28.5,8,7.5,3,5,0.5,1,1.94,401.5,396,40,42.5,3.5,3.75,7.1,7.2,NA
"Rotorua","5",2002-07-25,26.5,5,5.5,1,1.25,0.5,2.75,1.96,251.5,218.25,31,31,3.6,3.45,6.99,7.03,NA
"Rotorua","5",2002-08-21,15.7,6,5,5,5,0.5,83,1.98,360.5,395,40,38,3.2,3,6.97,6.99,NA
"Rotorua","5",2002-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA
"Rotorua","5",2002-10-24,23.6,3,7,2,2,NA,NA,1.94,NA,NA,33,38,4.4,4.6,7.04,7.1,NA
"Rotorua","5",2002-11-22,23.9,6,10,5,9,0.5,0.5,2.15,141.5,588.5,41,51,3.7,4.1,7.6,7.7,NA
"Rotorua","5",2002-12-19,25.5,5,3,8,2,0.5,0.5,3.87,836.5,388.5,60,65,3.2,3.7,7.1,7.2,NA
"Rotorua","5",2003-01-22,33.4,30,11,150,5,6,0.5,2.26,520,599.5,58,46,0.47,4.2,6.8,8.4,NA
"Rotorua","5",2003-02-20,43.4,86,11,443,8,13,0.5,1.95,866,482.5,130,52,1.6,4.3,6.4,7.1,NA
"Rotorua","5",2003-03-19,23.3,26,25,128,125,38,20,1.5,594,540,68,59,3.5,3.9,6.6,6.8,NA
"Rotorua","5",2003-04-16,44.4,12,12,57,35,9,9,1.82,521,508,52,53,3,4.4,6.8,6.8,NA
"Rotorua","5",2003-05-27,33,8,8,30,42,0.5,0.5,1.84,490.5,514.5,45,39,8.8,4.5,6.9,6.8,NA
"Rotorua","5",2003-06-19,29,6,6,37,21,4,3,2.17,426,532,27,32,3.9,3.7,7.1,7.1,NA
"Rotorua","5",2003-07-23,25.7,3,2,3,5,1,2,2.53,156,186,40,40,4.9,4.7,6.8,6.8,NA
"Rotorua","5",2003-08-20,12,5,5,12,14,7,7,3.81,466,506,38,40,2.2,1.6,6.8,6.9,NA
"Rotorua","5",2003-09-22,17.1,7,7,2,3,0.5,0.5,2.66,356.5,380.5,46,31,2.4,2.5,6.8,6.8,NA
"Rotorua","5",2003-10-22,11,22,7,83,8,0.5,0.5,2.72,528.5,389.5,67,32,2.5,3.4,6.6,6.9,NA
"Rotorua","5",2003-11-19,20.3,3,2,1,3,0.5,0.5,2.19,545.5,314.5,50,38,4,3.5,6.8,7.1,NA
"Rotorua","5",2003-12-17,28.8,31,3,298,8,4,2,1.79,619,475,60,14,1.8,4.8,6.4,6.9,NA
"Rotorua","5",2004-01-22,37.1,80,7,534,15,11,1,1.86,991,673,119,37,0.37,5.2,6.4,7.2,NA
"Rotorua","5",2004-02-19,47.4,12,12,19,13,24,20,1.55,811,539,66,60,6.5,6.3,6.7,6.8,NA
"Rotorua","5",2004-04-05,61.3,3,3,4,8,0.5,0.5,1.295,767.5,804.5,10,46,8.4,6.9,6.5,6.8,NA
"Rotorua","5",2004-04-22,32.6,14,12,22,13,2,2,1.52,576,737,26,46,5.3,5,6.6,6.8,NA
"Rotorua","5",2004-05-19,21.6,22,27,60,70,0.5,23,1.85,577.5,587,50,55,6.6,6.4,6.9,7.3,NA
"Rotorua","5",2004-06-16,13.8,0.5,17,2,124,1,52,2.07,267,358,4,48,6,4.2,6.8,6.8,NA
"Rotorua","5",2004-07-28,35,2,3,12,2,109,102,1.91,573,600,30,29,6.4,4.8,6.97,6.96,NA
"Rotorua","5",2004-08-24,18.7,2,0.5,2,2,1,1,2.09,537,626,33,30,4.2,4.4,7.25,7.19,NA
"Rotorua","5",2004-09-30,NA,0.5,0.5,17,18,0.5,0.5,2.185,516.5,457.5,29,22,6.6,5.1,7.05,7.51,NA
"Rotorua","5",2004-10-20,10.9,0.5,0.5,7,8,0.5,2,2.245,420.5,350,30,30,2.9,2.3,7,7.1,NA
"Rotorua","5",2004-11-18,16.5,1,3,16,7,2,2,2.23,398,393,37,38,3,3,6.8,6.8,NA
"Rotorua","5",2004-12-21,15.4,3,3,22,4,0.5,0.5,2.96,NA,446.5,33,32,1.9,2.3,6.7,6.7,NA
"Rotorua","5",2005-01-19,15,7,3,111,4,0.5,0.5,1.93,601.5,479.5,54,36,1.8,3.2,6.3,6.8,NA
"Rotorua","5",2005-02-23,12.8,58,0.5,356,4,9,0.5,2.48,745,876.5,112,36,2.2,2,6.2,7,NA
"Rotorua","5",2005-03-23,21.8,22,10,48,3,0.5,0.5,2.4,595.5,344.5,57,34,2.6,2.3,6.6,8.4,NA
"Rotorua","5",2005-04-20,30.7,15,15,11,6,0.5,0.5,2.25,399,460,40,46,2.2,2,6.9,7,NA
"Rotorua","5",2005-05-17,25,27,17,13,12,0.5,0.5,2.54,253.5,436.5,20,37,2.1,2.1,7,7,NA
"Rotorua","5",2005-06-24,15,NA,NA,NA,NA,0.5,0.5,4.59,347.5,334.5,36,36,NA,NA,6.9,7,NA
"Rotorua","5",2005-07-19,11.4,10,8,16,4,1,4,4.23,314,332,39,32,1.3,1.4,6.7,6.7,NA
"Rotorua","5",2005-08-25,6.6,2,3,6,1,0.5,0.5,3.62,558.5,293.5,41,20,4.5,2,6.8,6.8,NA
"Rotorua","5",2005-09-21,11.8,2,3,2,1,0.5,0.5,2.225,336.5,338.5,39,35,3.4,3,7,7,NA
"Rotorua","5",2005-10-18,2.8,3,2,5,17,NA,NA,3.25,482,282,61,21,3.3,1.6,6.6,7,NA
"Rotorua","5",2005-11-16,12.2,22,4,224,0.5,4,1,2.64,564,401,49,29,1.6,2.7,6.6,7,NA
"Rotorua","5",2005-12-14,12,40,5,341,29,2,0.5,2.84,436,531,92,44,1.5,3.7,6.5,7,NA
"Rotorua","5",2006-01-27,24.4,15,15,119,114,11,12,1.955,597,709,64,62,3.8,3.3,6.9,7,NA
"Rotorua","5",2006-02-21,28.6,NA,19,NA,46,15,11,1.72,649,733,76,65,2.1,5.4,6.5,7,NA
"Rotorua","5",2006-03-21,77.1,51,3,327,5,18,NA,1.83,668,470,98,53,3.6,3.6,6.7,7.2,NA
"Rotorua","5",2006-04-19,27.2,5,2,35,17,8,6,2.09,540,533,13,50,3.3,3.6,6.9,6.9,NA
"Rotorua","5",2006-05-24,NA,7,6,69,65,33,25,2.63,582,519,35,39,1.8,2.1,6.9,6.8,NA
"Rotorua","5",2006-06-21,25.1,8,7,43,60,NA,NA,2.01,425,397,31,31,7.1,4.4,7,7,NA
"Rotorua","5",2006-07-19,19.6,2,2,10,5,33,19,2.935,433,319,43,26,5.3,2.3,7,7.2,NA
"Rotorua","5",2006-08-16,41.7,2,9,7,5,5,2,2.16,451,517,21,33,4.3,3.9,7,7.1,NA
"Rotorua","5",2006-09-20,12.6,3,3,15,7,1,2,2.97,394,476,31,31,2.6,2,7,7,NA
"Rotorua","5",2006-10-25,14.2,7,2,70,16,0.5,8,3.395,370,401,27,31,1.9,1.9,6.9,7,NA
"Rotorua","5",2006-11-14,13.5,5,4,9,14,2,0.5,2.91,465,391.5,30,34,2.2,2.2,6.8,6.9,NA
"Rotorua","5",2006-12-13,16.2,3,2,3,3,8,6,2.01,560,545,41,40,3.2,4.6,7,7.2,NA
"Rotorua","5",2007-01-18,12.9,3,3,178,16,12,1,2.42,417,881,18,24,2.1,3.1,6.4,7.1,NA
"Rotorua","5",2007-02-22,18,10,6,157,49,11,6,1.98,619,606,39,40,2.4,2.6,6.6,6.8,NA
"Rotorua","5",2007-03-21,38,6,2,36,13,9,10,2.19,563,490,44,38,2.5,2.9,7,7.1,NA
"Rotorua","5",2007-04-24,42.9,5,3,183,15,21,2,NA,672,495,42,27,3.7,2.5,6.7,7.2,NA
"Rotorua","5",2007-06-21,17.1,5,5,58,76,16,16,2.275,546,514,38,36,2.6,3.1,6.7,6.7,NA
"Rotorua","5",2007-07-25,25.8,12,14,7,3,1,0.5,1.95,507,860.5,32,34,4,3.6,6.94,6.99,NA
"Rotorua","5",2007-08-22,16.9,2,2,0.5,0.5,0.5,0.5,2.18,464.5,486.5,34,34,2.5,2.3,6.8,6.8,NA
"Rotorua","5",2007-09-19,2.8,5,3,4,11,0.5,0.5,3.84,403.5,315.5,24,16,1.9,1.9,6.3,6.6,NA
"Rotorua","5",2007-10-18,26.6,8,8,1,1,1,1,2.32,359,457,27,18,2.5,3,6.8,6.8,NA
"Rotorua","5",2007-11-15,12.8,2,3,25,8,2,1,3.585,449,396,18,15,1.8,2,6.6,6.7,NA
"Rotorua","5",2007-12-13,17.8,10,3,82,40,6,3,2.965,368,413,27,29,1.8,1.9,6.3,6.4,NA
"Rotorua","5",2008-01-16,17.2,32,0.5,293,8,1,0.5,2.71,3071,467.5,72,NA,1.8,2,6.4,7.1,NA
"Rotorua","5",2008-02-20,23.7,2,2,35,10,0.5,3,2.11,543.5,449,40,42,2.5,3,6.6,6.8,NA
"Rotorua","5",2008-03-19,17.1,0.5,0.5,52,21,0.5,0.5,2.3,489.5,395.5,49,23,3.4,2.7,6.6,6.8,NA
"Rotorua","5",2008-04-22,29.8,3,0.5,22,5,2,3,2.45,413,397,30,27,2.7,2.8,6.9,6.9,NA
"Rotorua","5",2008-05-21,21.2,2,2,42,30,1,0.5,2.6,460,387.5,33,33,2,1.8,6.6,6.9,NA
"Rotorua","5",2008-06-18,17.9,3,0.5,6,0.5,1,1,2.85,375,396,21,23,2,1.7,6.8,6.9,NA
"Rotorua","5",2008-08-06,30.8,5,3,2,0.5,0.5,0.5,2.23,422.5,427.5,29,28,2.3,2.7,7.01,6.97,NA
"Rotorua","5",2008-08-20,17.1,NA,NA,NA,NA,0.5,0.5,2.46,354.5,390.5,26,18.5,2.3,2.2,7.01,7.03,NA
"Rotorua","5",2008-09-17,10.6,0.5,0.5,2,0.5,NA,NA,3.8,116,322,22,22,2.2,1.6,6.6,6.89,NA
"Rotorua","5",2008-10-22,10.9,2,2,42,15,2,1,3.17,292,391,26,26,2.6,2.5,6.84,6.79,NA
"Rotorua","5",2008-11-19,13.1,2,2,26,5,1,2,3.265,261,272,19,14,2,2.3,6.52,6.59,NA
"Rotorua","5",2008-12-22,17.5,NA,NA,NA,NA,0.5,20,3.45,210.5,220,22,15,1.5,1.8,6.5,6.8,NA
"Rotorua","5",2009-01-14,13.5,NA,NA,NA,NA,4,1,3.1,544,231,61,20,1.1,2,6.25,7.06,NA
"Rotorua","5",2009-02-18,15.9,64,2,440,20,2,1,3.5,712,291,140,26,1.2,1.8,6.14,6.89,NA
"Rotorua","5",2009-03-18,35.8,2,2,50,50,1.85,1.03,1.89,271.85,401.03,27,32,4.7,6.3,6.93,7.49,NA
"Rotorua","5",2009-04-23,28.8,11,9.6,16,5,6,8,1.4,386,548,41,52,9.8,8.6,6.7,6.8,NA
"Rotorua","5",2009-05-20,21.9,2,2,5,5,0.5,1.03,1.35,540.5,601.03,52,56,10,13,6.7,6.6,NA
"Rotorua","5",2009-06-23,17.7,2,2,5,11,10.3,9.88,1.47,390.3,399.88,34,34,8.2,7.2,6.7,6.7,NA
"Rotorua","5",2009-07-30,14.2,2,2,31,35,38,36,2.2,328,366,23,26,2.7,3.4,6.9,7,NA
"Rotorua","5",2009-08-19,22.3,2,2,11,21,13,11,1.45,343,531,21,62,4.1,3.7,6.7,6.6,NA
"Rotorua","5",2009-10-07,9.1,2,2,5,5,2,1,1.075,332,341,27,22,5.6,5.3,6.7,7,NA
"Rotorua","5",2009-10-30,5.6,2,2,5,5,1,1,NA,261,341,14,26,3.2,3.6,6.6,6.6,NA
"Rotorua","5",2009-11-23,9.1,1,1,6,6,0.5,1,2.53,231,352,14,34,1.8,1.6,6.7,6.8,NA
"Rotorua","5",2009-12-15,5.9,0.5,0.5,148,0.5,0.5,1,3.05,414,271,21,16,1.3,1.6,6.4,6.7,NA
"Rotorua","5",2010-01-22,10.9,2,2,19,15,2,2,2.8,306,300,23,23,2.4,2.4,6.6,6.5,NA
"Rotorua","5",2010-02-18,16.3,116,1,732,2,2,1,2.32,993,NA,143,25,1.2,3.4,6.3,6.6,NA
"Rotorua","5",2010-03-24,20.5,3,5,9,12,3,1,2.1,407,399,46,43,4,4.2,7,7,NA
"Rotorua","5",2010-04-22,22.6,1,1,1,3,1,3,1.52,429,472,48,47,4.4,8.3,7.4,7.2,NA
"Rotorua","5",2010-05-19,15.4,2,1,21,2,8,4,1.9,346,370,39,34,3.9,2.8,6.6,6.8,NA
"Rotorua","5",2010-06-16,23.6,1,0.5,7,4,0.5,1,1.5,354,363,41,37,4.3,4.8,6.9,6.6,NA
"Rotorua","5",2010-08-02,13,0,0,5,5,2,2,2.3,260,260,17.08989,21.97347,3.3,3,7,7.2,NA
"Rotorua","5",2010-08-26,19.1,0,0,7,4,1,1.5,2.5,280,300,21.97347,21.97347,3.9,5.2,6.7,7,NA
"Rotorua","5",2010-09-28,9.3,0,0,3,3,7,0.5,2.9,210,240,13.18303,17.08989,2.2,2.2,6.9,6.9,NA
"Rotorua","5",2010-10-20,11.3,0,0,8,7,3,3,2.95,270,270,21.97347,20.99676,1.9,1.8,6.9,6.9,NA
"Rotorua","5",2010-11-17,8.2,0,0,11,20,0.5,0.5,3.2,230,220,12.20631,11.22959,2,1.8,6.5,6.4,NA
"Rotorua","5",2010-12-15,16,17.8,0,499,13,1,1,3.28,760,290,44.43795,16.11318,0.83,1.4,6.2,6.8,NA
"Rotorua","5",2011-01-26,19.6,2.8,0,71,19,62,6,2.2,420,290,31.74064,20.02004,3.3,2,6.6,6.8,NA
"Rotorua","5",2011-02-16,8.7,0,0,169,7,15,2,4.05,376,243,14.15974,27.83377,1.1,1.3,6.5,6.7,NA
"Rotorua","5",2011-03-28,13,0,0,64,64,9,9,2.85,367,363,20.99676,19.04333,2.1,2.7,6.5,6.6,NA
"Rotorua","5",2011-04-19,8.8,0,0,73,73,32,31,3.6,324,383,16.11318,19.04333,1.8,1.8,6.7,6.7,NA
"Rotorua","5",2011-05-24,30.8,0,0,38,24,56,49,2.7,466,366,22.95019,18.06661,2.5,2.2,6.7,6.6,NA
"Rotorua","5",2011-06-21,22.6,0,0,24,26,40,40,2.52,281,309,10.25288,13.18303,2.6,2.5,7,6.8,NA
"Rotorua","5",2011-07-20,9.4,0,0,22,18,68,64,4.45,343,347,12.20631,16.11318,1.8,1,6.7,6.8,NA
"Rotorua","5",2011-08-17,6,0,1,31,26,90,88,5.25,315,328,10.25288,12.20631,0.83,0.94,NA,6.7,NA
"Rotorua","5",2011-09-22,21.8,0,0,7,6,51,52,2.65,305,315,11.22959,12.20631,1.6,1.6,7,7,NA
"Rotorua","5",2011-10-26,16.4,0,0,3,2,0.5,0.5,2.5,273,249,13.18303,10.25288,2.3,2.4,7.1,7.4,NA
"Rotorua","5",2011-11-16,9.8,0,0,39.5,27,8.5,20,2.95,280,313,12.69467,13.18303,1.85,2,6.8,6.8,NA
"Rotorua","5",2011-12-20,13.3,2.8,1,6,7,4,1,2.85,266,268,13.18303,12.20631,1.6,1.7,6.9,6.9,NA
"Rotorua","5",2012-01-18,10,1.9,1.9,61,4,4,0.5,2.38,295,240,11.22959,11.22959,1.9,2,6.8,7.1,NA
"Rotorua","5",2012-02-24,5.1,0,0,191,82,11,13,4.2,416,360,11.22959,10.25288,1.2,1.6,6.6,6.7,NA
"Rotorua","5",2012-03-29,8.2,0,0,107,66,59,46,4.5,406,317,18.06661,10.25288,1.8,1.3,6.8,7,NA
"Rotorua","5",2012-04-18,4.5,0,0,113,81,67,62,3.98,381,329,11.22959,7.322729,1.1,1.1,6.7,6.9,NA
"Rotorua","5",2012-05-17,5.8,0,0,64,62,93,93,3.9,320,340,8.299446,9.276162,1,1.3,6.8,6.9,NA
